,,Daily SiteSage Data, 2018-01-01 15:57:00,Customer: ,Historic Green Village,Location: Bakery (F1)

Column name is Energy Monitor Channel Number-Circuit Name
Channel Columns contain energy usage(production) in kWh for day
Voltage is average voltage for day

 Date,"CH1-Bldg F1","CH3-PV Array F1","CH4-Plug: Front FridgeT","CH5-A/C: WSHP1","CH6-Range","CH8-Plug: Microwave","CH9-Wired: Dishwasher","CH10-Plug: Mixer","CH11-Plug: Fridge in Back","CH12-Plug: Front Display Case","CH13-Plug: Back Middle Freezer","CH14-Plug: Back Freezer near Wall","CH15-Lights: Indoor 1","CH16-DHW Gas Instant","CH17-Plug: Gas Oven","CH18-Plugs: Outlet 1","CH19-Plugs: Outlet 2","CH20-Plugs: Outlet 3","CH21-Plug: Front Small Fridge","CH22-Lights: Bath/Mechanical Room","CH23-Plug: Outdoor Receptacle","CH24-Lights: Outdoor 4",4065/Voltage,Outdoor Temp
2013-01-01,96.007,0.003,,18.770,0.373,0.440,0.089,0.063,6.648,11.618,22.151,12.812,3.575,2.174,0.009,0.001,0.003,1.667,14.109,0.929,1.129,2.708,121.48333,64.9
2013-01-02,126.185,0.011,,29.300,8.473,0.461,0.131,0.184,6.859,10.625,23.806,12.301,5.879,2.209,0.296,0.005,0.007,1.509,20.039,0.975,1.970,5.520,119.28333,66.5
2013-01-03,99.512,0.006,,16.186,5.483,0.873,0.157,0.173,7.547,10.855,23.694,12.978,5.477,1.948,0.347,0.046,0.004,1.593,7.987,1.038,1.772,4.155,119.67500,66.3
2013-01-04,84.079,0.001,,5.609,1.861,0.475,0.125,0.062,7.371,10.021,24.040,13.187,6.188,0.052,0.006,0.135,0.001,1.417,7.629,0.989,1.881,3.483,119.40833,60.5
2013-01-05,99.492,0.005,,17.607,4.993,0.557,0.178,0.069,7.031,10.462,22.224,12.389,5.576,0.080,0.311,2.631,0.008,1.734,9.200,1.101,1.673,3.177,119.61667,64.5
2013-01-06,102.528,0.006,,17.951,5.308,0.452,0.130,0.038,7.032,10.337,23.470,12.760,6.037,0.068,0.009,2.608,0.008,1.929,9.137,1.083,1.827,3.331,119.78750,67.8
2013-01-07,96.837,0.004,,12.165,4.313,0.608,0.090,0.105,7.221,10.260,24.853,13.035,5.974,0.087,0.576,2.622,0.005,1.825,9.145,1.064,1.682,2.996,119.49583,63.6
2013-01-08,113.366,0.009,,27.779,4.288,0.632,0.195,0.217,7.408,10.180,25.776,12.609,5.652,0.093,1.039,0.067,0.008,1.468,11.155,0.961,1.943,2.069,119.26250,69.7
2013-01-09,128.293,0.013,,34.815,7.355,0.467,0.218,0.163,7.099,10.591,25.424,12.466,6.830,0.086,0.459,0.112,0.011,1.479,11.782,1.038,1.965,4.064,119.36250,74.7
2013-01-10,119.621,0.010,,30.709,5.081,0.660,0.199,0.095,7.298,10.367,22.788,12.616,5.530,0.077,0.457,0.005,0.009,1.577,14.045,0.991,1.877,3.593,119.34167,73.2
2013-01-11,128.415,0.012,,33.320,5.331,0.561,0.164,0.234,6.998,10.720,21.789,12.260,6.997,0.084,0.268,0.024,0.010,1.385,20.448,1.082,2.086,4.535,119.17083,72.1
2013-01-12,116.668,0.010,,28.575,6.859,0.414,0.076,0.074,7.086,10.632,22.898,12.489,5.406,0.070,0.010,1.006,0.011,1.459,8.977,2.737,1.721,4.000,119.12917,71.5
2013-01-13,99.021,0.006,,22.423,3.812,0.393,0.079,0.105,6.423,10.204,20.845,12.540,4.196,0.068,0.007,0.910,0.008,1.536,8.491,2.083,0.300,2.083,119.47917,71
2013-01-14,113.622,0.009,,25.924,6.161,0.607,0.152,0.112,7.189,10.388,23.160,12.825,5.636,0.080,0.434,0.002,0.008,1.417,9.834,1.030,1.751,4.031,118.95000,70.5
2013-01-15,110.485,0.009,,24.785,5.685,0.501,0.085,0.072,6.908,10.263,24.098,12.400,6.376,0.066,0.010,0.015,0.007,1.443,9.814,1.065,1.597,4.021,119.28750,69.3
2013-01-16,115.662,0.010,,30.836,5.798,0.605,0.199,0.129,7.135,10.771,24.317,12.303,5.457,0.090,1.065,0.003,0.009,1.550,9.952,1.047,1.693,3.726,118.72500,70.7
2013-01-17,97.104,0.005,,14.492,4.633,0.905,0.166,0.120,7.361,9.924,24.247,13.135,5.583,0.079,0.870,0.168,0.003,1.812,10.684,1.076,1.850,3.802,119.19583,65.5
2013-01-18,92.135,0.002,,5.609,1.635,0.602,0.150,0.046,7.775,10.053,24.045,13.538,5.326,0.074,0.358,1.069,0.003,2.044,14.959,2.743,2.011,3.812,119.00833,55.7
2013-01-19,123.535,0.018,,25.775,4.742,0.410,0.509,0.299,6.667,10.676,25.961,12.607,5.032,6.869,0.675,1.073,0.010,1.498,20.593,2.523,1.608,3.217,119.16250,64.3
2013-01-20,106.956,0.006,,20.198,2.060,0.542,0.056,0.030,6.551,10.598,22.088,12.273,4.384,0.072,0.020,0.006,0.005,1.454,24.571,2.323,1.385,2.837,119.32083,66.3
2013-01-21,111.429,0.010,,20.600,4.758,0.646,0.086,0.044,6.773,10.762,21.524,12.069,4.935,0.071,0.018,0.005,0.009,1.527,25.351,1.065,1.698,3.317,119.36250,65.4
2013-01-22,97.494,0.005,,11.582,6.505,0.734,0.187,0.150,7.373,10.018,23.740,12.791,6.150,4.908,1.048,0.002,0.003,1.529,8.732,1.072,1.839,3.144,119.39167,61
2013-01-23,103.241,0.007,,16.036,7.160,0.790,0.161,0.286,7.815,9.966,26.516,13.070,5.362,2.716,0.532,0.080,0.005,1.557,9.565,0.947,1.853,2.881,119.45833,57.3
2013-01-24,101.669,0.006,,18.165,4.850,0.575,0.135,0.312,7.813,10.446,25.080,13.066,5.703,0.097,1.322,0.020,0.006,1.663,10.875,1.079,1.887,3.159,119.40000,58.1
2013-01-25,111.796,0.009,,19.175,9.580,0.510,0.187,0.168,7.386,10.284,25.272,12.973,6.346,0.092,0.279,0.010,0.010,1.794,13.553,3.143,2.044,3.440,119.31250,61
2013-01-26,106.842,0.009,,21.184,3.487,0.739,0.146,0.049,7.106,10.520,22.290,12.600,5.413,0.076,0.541,0.004,0.006,1.533,16.757,2.474,1.574,2.973,119.28750,62.5
2013-01-27,110.034,0.007,,22.601,3.779,0.443,0.089,0.127,6.875,10.616,22.646,12.549,4.845,0.088,0.353,0.004,0.006,1.800,19.406,1.983,1.557,3.025,119.39583,65.9
2013-01-28,124.340,0.012,,30.837,5.065,0.886,0.243,0.974,7.156,10.642,24.643,12.300,5.228,0.088,1.543,0.038,0.013,1.420,19.704,0.621,1.608,3.666,119.49583,68.5
2013-01-29,105.693,0.007,,27.753,3.307,0.797,0.080,0.749,7.592,11.645,24.712,13.171,5.138,0.081,0.882,0.003,0.010,1.309,8.495,0.662,1.737,3.529,119.44167,69.7
2013-01-30,109.549,0.982,,29.569,5.210,0.817,0.155,0.880,7.480,10.674,25.056,12.528,5.575,0.094,0.518,0.004,0.012,1.350,9.203,0.837,1.836,3.692,119.25833,70.5
2013-01-31,89.801,-9.286,,12.838,4.894,0.872,0.094,1.032,7.655,10.000,23.306,12.993,6.403,0.111,0.686,0.023,0.009,1.650,10.629,1.007,1.903,3.580,119.30833,59.4
2013-02-01,93.077,-9.536,,13.813,6.112,0.816,0.238,0.068,7.632,9.844,24.495,13.126,6.394,0.093,0.627,0.012,0.005,1.556,11.078,2.862,1.839,3.694,118.91667,57.1
2013-02-02,92.607,-9.290,,12.939,7.012,0.853,0.127,0.088,7.475,10.331,22.625,13.171,5.371,0.077,0.011,0.587,0.006,1.500,14.189,1.994,1.723,2.550,119.57083,58.8
2013-02-03,91.027,-8.636,,15.768,3.490,0.823,0.088,0.045,7.046,10.310,22.210,12.961,3.780,0.070,0.009,0.617,0.005,1.659,17.564,1.434,1.015,1.657,119.92083,58
2013-02-04,94.710,-10.218,,16.737,6.931,0.865,0.056,0.920,6.558,9.616,20.914,11.737,4.729,0.072,0.629,0.005,0.005,1.428,20.358,0.997,1.662,3.113,119.22632,56.9
2013-02-05,113.650,-9.126,,24.905,4.309,0.821,0.166,1.102,6.978,10.614,25.325,11.937,6.032,0.107,1.508,0.012,0.010,1.689,22.248,1.036,1.803,3.848,119.06667,61.2
2013-02-06,101.800,-8.110,,22.963,4.699,0.816,0.172,0.819,7.584,11.044,25.460,12.681,5.578,0.085,0.265,0.036,0.008,1.523,8.055,0.994,1.714,3.414,119.49583,66.1
2013-02-07,101.336,-8.385,,26.040,6.004,0.868,0.091,0.725,7.213,11.039,23.999,13.032,5.041,0.083,0.396,0.006,0.009,1.655,9.919,0.972,1.668,2.990,119.63750,68.3
2013-02-08,107.714,-9.693,,29.386,5.927,1.067,0.155,0.997,7.556,10.482,27.456,12.841,6.007,0.091,1.192,0.010,0.010,1.680,11.028,0.860,1.699,3.421,119.75417,66.8
2013-02-09,99.855,-9.689,,21.534,5.777,0.793,0.091,0.837,7.291,11.226,25.577,12.167,6.591,0.084,0.343,0.030,0.007,1.629,12.734,0.980,1.620,2.949,119.70417,65.5
2013-02-10,99.860,-8.466,,23.882,2.865,0.639,0.085,0.034,6.687,10.462,22.076,12.009,5.851,0.071,0.012,0.004,0.008,1.595,14.871,2.549,1.435,2.465,119.92500,69.3
2013-02-11,116.611,-9.209,,30.814,6.590,1.104,0.168,1.044,7.217,10.527,23.463,12.328,6.730,0.090,0.689,0.022,0.010,1.635,18.213,1.207,1.778,3.791,119.22083,69.5
2013-02-12,128.209,-7.405,,36.243,6.549,0.784,0.165,0.942,7.630,10.859,26.574,12.505,5.938,0.115,1.176,0.047,0.013,1.598,21.599,1.124,1.587,4.181,118.98750,71
2013-02-13,115.560,-6.284,,31.788,7.902,1.076,0.221,0.916,7.870,11.092,26.140,12.652,6.212,0.097,0.655,0.013,0.014,1.545,9.592,1.078,1.816,4.075,119.27917,69.4
2013-02-14,107.145,-1.672,,16.113,7.260,0.908,0.157,1.034,7.738,10.496,27.832,13.482,5.874,0.103,0.522,0.118,0.007,1.785,9.459,0.856,1.525,4.107,119.54167,62.3
2013-02-15,96.121,-6.617,,16.073,3.523,0.864,0.131,0.939,7.526,10.581,27.205,13.444,6.502,0.105,1.233,0.004,0.006,1.549,10.842,0.884,1.850,4.382,119.46667,61
2013-02-16,92.145,-6.967,,12.484,4.123,0.913,0.088,0.969,7.468,10.037,25.407,13.552,6.521,0.089,0.294,0.013,0.003,1.587,14.473,1.022,1.537,3.598,119.22083,59.5
2013-02-17,86.588,-11.090,,6.287,5.412,0.726,0.093,0.542,7.356,9.274,23.289,12.580,6.609,0.098,0.873,0.008,0.008,1.989,14.440,2.904,1.550,3.626,118.12500,49.4
2013-02-18,103.380,-10.699,,15.329,8.878,1.134,0.207,1.255,7.613,9.697,23.623,12.395,6.534,0.098,0.974,0.007,0.006,1.522,20.814,1.106,1.871,3.405,118.84167,54.8
2013-02-19,115.717,-10.246,,27.545,8.600,0.759,0.164,1.191,7.119,10.674,24.282,12.699,6.363,0.110,1.040,0.044,0.010,1.598,22.124,1.145,1.500,4.392,118.75000,63.3
2013-02-20,95.531,-7.594,,19.149,5.919,0.766,0.119,0.913,7.868,10.458,24.719,13.017,5.729,0.087,0.367,0.002,0.005,1.536,9.202,1.039,1.624,3.283,119.66667,66.7
2013-02-21,104.518,-9.079,,28.522,5.718,1.077,0.171,0.934,7.669,10.524,23.981,12.604,6.083,0.098,0.546,0.041,0.008,1.889,10.907,1.012,1.528,3.532,119.63750,68.2
2013-02-22,109.480,-15.536,,33.723,6.481,0.835,0.165,0.965,7.774,11.076,24.466,12.233,6.149,0.094,0.420,0.003,0.007,1.578,15.936,1.017,1.286,4.252,119.21250,71.2
2013-02-23,115.554,-15.521,,35.572,4.844,0.734,0.129,1.096,7.059,10.722,23.742,12.542,5.812,0.095,0.937,0.024,0.009,1.870,23.219,1.225,1.481,3.577,119.04583,71.5
2013-02-24,93.686,-14.930,,25.075,6.979,0.745,0.082,0.675,7.389,11.655,23.024,12.713,4.821,0.082,0.009,0.002,0.006,1.855,8.950,2.291,1.262,2.293,119.97083,70.2
2013-02-25,104.529,-14.283,,31.418,6.191,1.122,0.130,0.937,7.336,10.695,22.792,12.397,6.374,0.089,0.467,0.003,0.008,1.405,9.600,1.090,1.355,4.232,118.92083,71.6
2013-02-26,92.917,-8.622,,26.910,6.321,0.809,0.134,0.921,7.389,10.389,5.983,13.550,5.589,0.083,0.853,0.131,0.011,1.263,14.604,0.834,1.381,3.620,119.49583,70.2
2013-02-27,78.301,-18.053,,20.945,6.766,1.094,0.186,0.977,7.449,10.712,0.015,13.500,6.010,0.072,0.743,0.005,0.010,1.329,18.675,0.823,1.561,3.567,120.09583,66
2013-02-28,89.481,-20.072,,22.721,6.309,0.813,0.182,0.821,7.128,10.508,12.267,13.098,5.751,0.072,0.863,0.028,0.006,1.381,21.162,0.753,1.420,2.932,120.00833,65.3
2013-03-01,84.639,-13.601,,9.395,9.017,0.934,0.174,0.913,7.485,9.991,22.706,13.635,6.463,0.095,0.386,0.002,0.002,1.313,9.287,0.878,1.609,4.201,119.48750,59.6
2013-03-02,67.827,-18.149,,5.139,9.373,0.695,0.060,0.826,6.700,9.439,18.874,12.558,5.089,0.064,0.005,0.000,0.001,1.172,7.596,0.701,1.031,3.467,119.12105,55.3
2013-03-03,64.517,-11.985,,1.683,5.334,0.859,0.169,0.090,7.031,9.033,19.564,12.490,6.423,0.079,0.002,0.001,0.001,1.277,0.000,2.966,1.443,4.397,118.15833,50.6
2013-03-04,55.520,-23.348,,4.725,6.317,0.731,0.130,1.117,7.504,9.715,19.738,12.864,5.171,0.073,0.363,0.080,0.001,1.225,0.000,0.812,0.679,2.348,119.45417,53
2013-03-05,74.935,-22.821,,17.484,6.780,1.078,0.126,0.169,7.964,10.056,21.838,12.824,6.097,0.079,0.837,0.059,0.004,1.335,0.001,2.709,1.405,3.147,119.65417,59.4
2013-03-06,78.805,-24.230,,15.264,10.332,1.008,0.346,1.181,8.141,9.988,25.107,13.202,6.679,0.094,1.819,0.080,0.004,1.295,0.000,0.924,1.514,3.050,119.57083,59.5
2013-03-07,66.441,-23.841,,6.942,6.617,1.403,0.226,1.172,7.930,9.259,23.844,13.315,7.131,0.083,1.123,0.060,0.001,1.314,0.001,0.961,1.328,3.855,118.90417,53.9
2013-03-08,74.644,-23.305,,16.121,8.115,0.781,0.124,0.230,7.622,9.864,22.303,12.940,7.758,0.076,0.509,0.047,0.004,1.307,0.000,2.895,1.293,3.134,119.26250,57.1
2013-03-09,80.224,-18.542,,18.591,7.804,1.025,0.134,0.972,7.997,10.321,21.818,13.016,6.477,0.076,1.300,0.047,0.004,1.384,0.001,0.964,1.359,3.631,119.77500,62.3
2013-03-10,73.038,-22.572,,17.647,4.198,1.112,0.133,0.094,8.176,10.735,22.645,12.744,5.967,0.076,0.267,0.052,0.003,1.242,0.001,2.604,1.193,2.734,119.99167,65
2013-03-11,94.132,-20.147,,27.475,9.431,1.391,0.213,1.284,8.876,10.909,23.322,13.254,7.447,0.096,1.712,0.147,0.007,1.335,0.000,0.995,1.234,3.496,119.81667,67.3
2013-03-12,95.598,-11.772,,19.918,11.994,0.887,0.265,0.802,9.358,10.707,23.542,13.069,7.641,0.107,1.525,0.061,0.007,1.362,0.001,0.931,1.052,3.416,119.87917,63.6
2013-03-13,69.968,-24.875,,18.932,5.764,0.680,0.196,0.751,7.759,9.869,20.911,13.092,6.233,0.071,0.917,0.046,0.004,1.358,0.000,0.832,1.066,2.372,119.94167,61.8
2013-03-14,63.176,-25.449,,15.270,4.539,0.695,0.051,1.224,6.945,9.486,20.616,12.498,6.392,0.065,1.188,0.045,0.003,1.677,0.000,0.796,0.000,2.238,119.55833,58.1
2013-03-15,75.401,-24.298,,14.751,7.896,0.836,0.171,1.142,8.169,9.649,22.657,13.264,7.821,0.072,1.649,0.047,0.004,2.514,0.001,0.930,1.372,2.973,119.60833,56.3
2013-03-16,79.405,-24.483,,20.233,10.121,1.225,0.177,1.382,8.074,10.523,22.475,12.563,6.618,0.082,0.373,0.046,0.004,2.427,0.001,0.964,1.343,3.712,119.73333,60.3
2013-03-17,90.574,-14.064,,18.907,10.706,1.193,0.177,1.092,8.268,10.638,24.958,12.917,6.895,0.093,0.797,0.083,0.006,1.977,0.000,0.955,1.249,3.946,119.58750,63.9
2013-03-18,94.549,-6.339,,21.628,6.698,1.150,0.121,0.919,8.325,10.705,23.551,13.173,6.785,0.093,1.455,0.059,0.007,1.633,0.002,0.921,0.809,3.663,119.38333,66.1
2013-03-19,95.258,-21.833,,31.106,10.864,0.893,0.405,1.019,8.308,11.240,23.021,13.237,7.093,0.090,1.865,0.117,0.007,1.628,0.001,0.928,0.973,3.684,118.88333,69
2013-03-20,94.346,-7.123,,20.517,8.473,0.869,0.112,1.144,8.284,10.629,24.588,12.882,6.725,0.095,0.447,0.050,0.008,2.209,0.006,0.908,1.072,4.355,119.04167,65.6
2013-03-21,70.967,-26.308,,12.649,10.544,0.776,0.136,1.337,7.998,10.503,23.608,13.175,6.709,0.083,0.002,0.059,0.003,1.618,0.001,0.774,1.017,3.749,119.70000,59.9
2013-03-22,85.060,-13.414,,18.541,7.693,0.817,0.169,1.267,8.375,10.437,21.681,13.138,6.733,0.096,1.288,0.205,0.009,1.593,0.002,0.938,0.630,3.583,119.37500,63
2013-03-23,99.597,-16.530,,30.508,8.674,1.707,0.291,0.912,8.856,10.902,24.183,13.766,6.412,0.093,1.262,0.177,0.008,1.993,0.000,0.724,1.106,3.781,119.31250,69.8
2013-03-24,91.247,-11.762,,24.956,4.438,0.796,0.135,1.346,8.475,11.458,21.762,13.028,5.782,0.084,0.783,0.000,0.006,1.726,0.000,0.900,1.234,3.815,119.16250,70.9
2013-03-25,70.285,-26.384,,13.681,9.741,0.894,0.175,1.628,8.655,10.182,20.933,13.294,6.112,0.080,1.147,0.066,0.003,1.490,0.000,0.896,1.058,3.281,119.37917,62
2013-03-26,66.576,-25.002,,8.454,7.885,0.790,0.190,1.233,8.469,9.967,23.736,12.873,6.296,0.086,0.856,0.051,0.002,1.559,0.002,0.961,1.195,3.833,119.05417,55.6
2013-03-27,63.049,-27.381,,8.159,7.754,1.068,0.226,1.133,8.356,9.245,23.285,12.519,6.551,0.085,1.293,0.070,0.001,1.650,0.000,0.887,1.341,2.694,118.90000,51.3
2013-03-28,73.459,-26.445,,12.853,7.092,1.014,0.196,0.995,8.021,10.221,25.340,14.005,6.727,0.099,2.413,0.062,0.003,1.656,0.001,0.932,1.012,3.004,119.08333,55.1
2013-03-29,88.685,-25.212,,23.246,8.759,1.052,0.175,1.228,8.569,11.856,25.922,12.965,8.278,0.100,1.951,0.068,0.005,1.811,0.000,0.962,1.136,3.623,119.29167,61.1
2013-03-30,82.168,-25.413,,22.184,8.391,1.492,0.215,1.013,8.823,11.696,23.264,13.044,6.472,0.090,1.120,0.097,0.008,1.585,0.003,0.803,1.170,3.399,119.66667,62.4
2013-03-31,63.924,-23.798,,17.263,3.759,0.707,0.092,0.129,7.805,10.748,21.422,12.702,4.641,0.062,0.296,1.454,0.007,1.459,0.002,0.378,0.000,0.512,119.70833,67.3
2013-04-01,92.610,-24.099,,29.699,8.522,0.954,0.166,1.402,8.017,10.601,20.897,12.741,6.683,0.073,1.757,0.049,0.007,1.545,0.140,0.733,1.163,5.891,118.81250,69.9
2013-04-02,75.707,-25.078,,23.370,2.804,0.943,0.122,1.070,7.610,11.609,19.831,12.790,6.283,0.065,1.254,0.035,0.005,1.804,0.290,0.651,0.000,5.202,118.05000,69
2013-04-03,105.506,-20.260,,34.569,10.527,1.291,0.255,1.266,8.955,11.452,22.296,12.672,7.972,0.083,1.716,0.148,0.009,1.932,0.308,0.713,1.033,4.379,118.70000,70.8
2013-04-04,106.975,-5.462,,24.359,11.156,0.796,0.103,1.067,9.266,10.833,24.491,12.675,7.780,0.093,1.002,0.002,0.014,1.977,0.172,0.648,1.272,3.934,119.10833,68.8
2013-04-05,87.610,-20.551,,21.453,7.040,0.866,0.248,1.335,8.893,11.659,25.220,13.058,7.655,0.094,0.759,0.034,0.005,1.783,0.003,0.727,1.310,4.032,119.40000,67.6
2013-04-06,77.848,-26.665,,20.100,6.938,1.199,0.300,1.266,8.494,10.892,23.644,12.742,7.074,0.093,1.184,0.071,0.003,1.728,0.099,0.609,1.066,3.318,119.40833,64.8
2013-04-07,82.138,-21.477,,22.315,6.415,0.785,0.127,1.355,8.370,11.258,20.359,12.915,5.912,0.072,0.653,0.046,0.005,1.852,0.221,0.607,1.228,3.692,119.35417,70.4
2013-04-08,87.079,-25.520,,28.197,4.851,1.057,0.116,1.091,8.096,10.625,22.217,12.739,5.830,0.063,1.076,0.057,0.006,1.537,0.347,0.630,2.044,3.787,119.34583,72.4
2013-04-09,89.791,-19.527,,28.187,4.885,0.892,0.170,0.840,7.850,10.762,21.484,13.093,5.781,0.068,0.476,0.081,0.007,1.550,0.355,0.608,2.548,3.576,119.09167,73.8
2013-04-10,85.681,-25.165,,29.868,5.761,0.834,0.048,0.947,8.060,10.764,21.025,12.812,5.485,0.062,0.895,0.071,0.006,1.515,0.336,0.570,1.107,3.452,118.97500,74.8
2013-04-11,98.592,-24.790,,35.295,6.575,1.196,0.169,0.806,8.390,10.595,21.058,12.897,5.531,0.060,0.676,0.021,0.009,1.592,0.323,0.550,1.173,3.208,119.10833,76.4
2013-04-12,96.042,-8.211,,27.632,2.571,0.628,0.051,0.916,7.931,11.205,22.467,13.126,5.152,0.066,0.415,0.027,0.008,1.454,0.334,0.590,1.067,3.303,119.13333,74.4
2013-04-13,81.847,-22.271,,27.603,5.477,0.699,0.127,0.755,8.033,10.419,20.395,12.567,4.777,0.063,0.426,0.045,0.005,1.689,0.313,0.577,0.912,3.598,118.86250,73.9
2013-04-14,97.026,-14.821,,31.796,5.835,0.831,0.094,1.029,8.447,11.228,20.720,13.041,5.008,0.065,0.847,0.047,0.009,1.688,0.332,0.532,0.990,3.440,119.77917,74.3
2013-04-15,87.200,-23.702,,32.022,4.317,0.847,0.135,0.954,7.970,11.196,20.574,12.765,5.560,0.062,1.128,0.048,0.008,1.760,0.366,0.568,1.144,3.411,119.62083,76.5
2013-04-16,103.087,-25.332,,41.734,6.080,1.012,0.182,1.059,8.683,11.121,21.929,12.725,5.718,0.060,0.739,0.059,0.010,1.503,0.344,0.541,2.012,3.386,119.42500,78.3
2013-04-17,100.372,-25.141,,35.535,4.891,1.191,0.165,0.866,8.353,10.831,21.636,13.222,6.035,0.064,0.843,0.076,0.009,1.567,0.313,0.565,2.539,4.069,118.92917,78.6
2013-04-18,99.977,-24.665,,42.785,4.442,0.909,0.219,1.165,7.870,10.953,21.068,12.248,5.877,0.063,1.397,0.029,0.010,1.635,0.344,0.737,1.222,3.937,119.15833,77.6
2013-04-19,113.202,-24.199,,46.380,6.619,1.041,0.134,1.242,8.172,11.158,20.812,12.523,8.226,0.071,0.930,0.037,0.012,2.104,0.322,0.988,1.406,5.266,118.76667,77.5
2013-04-20,89.763,-12.849,,25.313,3.594,1.109,0.171,0.956,8.012,10.950,21.794,12.842,6.081,0.077,0.660,0.962,0.009,1.564,0.343,0.676,1.096,3.792,119.07083,73.1
2013-04-21,81.468,-18.658,,23.569,6.124,1.184,0.049,0.969,7.751,10.875,21.362,13.697,5.416,0.067,0.002,0.000,0.005,1.650,0.353,0.620,1.015,3.458,119.32083,72.8
2013-04-22,88.826,-21.291,,27.546,5.888,0.761,0.175,1.057,8.468,10.696,20.887,12.818,5.767,0.064,0.856,0.031,0.006,1.502,0.318,0.613,1.137,4.043,119.25417,74.1
2013-04-23,88.036,-26.096,,31.198,6.788,0.737,0.136,1.073,7.988,10.841,20.552,12.603,5.940,0.064,1.100,0.048,0.007,1.562,0.353,0.593,1.194,3.493,119.65833,75.3
2013-04-24,85.188,-27.415,,28.147,6.748,0.869,0.082,1.083,7.956,11.699,20.985,12.666,5.127,0.058,0.610,0.000,0.005,1.471,0.340,0.569,1.001,3.723,119.41667,72.5
2013-04-25,77.625,-26.933,,31.711,3.328,0.682,0.092,0.994,7.179,10.377,18.194,12.452,5.589,0.058,0.471,0.023,0.005,1.504,0.343,0.607,1.104,3.796,119.49583,74.1
2013-04-26,91.736,-25.805,,34.919,5.788,0.813,0.126,1.036,8.134,10.876,22.125,12.286,7.529,0.064,0.744,0.072,0.007,1.677,0.319,0.653,0.754,4.846,118.95000,74.9
2013-04-27,87.921,-23.885,,31.726,4.610,1.076,0.176,0.667,8.088,10.879,22.527,12.646,5.193,0.060,0.664,0.051,0.006,1.537,0.331,0.597,1.023,3.723,119.24583,76.1
2013-04-28,74.483,-26.484,,26.518,2.151,1.035,0.127,0.869,8.038,11.295,20.339,12.674,4.204,0.053,0.440,0.085,0.004,1.379,0.324,0.503,1.944,2.993,119.27917,75.1
2013-04-29,92.087,-22.831,,33.808,6.812,0.845,0.107,0.847,7.808,11.166,21.168,12.802,5.404,0.056,0.805,0.041,0.007,1.276,0.333,0.596,2.558,3.507,119.32083,76.4
2013-04-30,92.895,-25.485,,37.375,4.907,0.777,0.090,0.988,7.855,11.330,20.667,12.946,5.669,0.057,0.896,0.035,0.009,1.575,0.309,0.597,0.921,3.696,119.06667,76.8
2013-05-01,107.113,-3.783,,28.313,7.043,0.768,0.178,1.151,8.603,10.503,25.342,12.811,6.662,0.088,0.611,0.048,0.009,1.699,0.356,0.615,1.218,4.267,119.26667,69.6
2013-05-02,100.473,-16.308,,37.561,6.402,0.972,0.130,1.278,7.600,10.213,21.216,12.210,6.974,0.073,0.236,0.025,0.010,2.296,0.325,0.617,1.211,4.542,119.11667,71.9
2013-05-03,90.448,-25.397,,38.462,6.337,0.912,0.122,1.200,6.802,10.251,20.582,11.916,6.391,0.068,0.003,0.024,0.009,1.685,0.310,0.616,1.280,4.706,118.86250
2013-05-04,101.091,-21.828,,38.218,9.476,0.989,0.088,1.761,7.335,11.892,20.946,12.009,6.754,0.066,0.004,0.030,0.009,1.783,0.321,0.713,1.279,4.366,118.85417,71.6
2013-05-05,64.120,-29.255,,19.792,5.286,0.714,0.122,1.266,7.279,10.579,19.072,12.522,5.272,0.056,0.002,0.000,0.003,1.810,0.366,0.574,1.114,3.292,119.56250,69.8
2013-05-06,72.934,-27.983,,26.274,2.321,1.053,0.088,0.869,8.100,11.434,20.893,12.758,5.456,0.060,1.069,0.030,0.004,1.586,0.354,0.610,1.147,3.901,119.15417,70.8
2013-05-07,75.292,-28.314,,24.106,6.841,0.706,0.129,0.903,8.200,10.500,21.134,12.896,5.177,0.066,0.850,0.042,0.004,1.558,0.349,0.571,1.047,3.775,119.24167,69.5
2013-05-08,85.127,-27.012,,31.712,6.551,0.778,0.130,1.062,7.966,10.427,21.494,12.426,6.418,0.065,1.520,0.029,0.006,1.635,0.342,0.665,1.204,4.427,119.01250,71.7
2013-05-09,91.533,-28.185,,37.540,4.679,0.799,0.145,0.972,7.980,11.651,24.703,13.167,6.106,0.117,1.471,0.046,0.009,1.682,0.402,0.534,1.312,2.551,122.27917,74.4
2013-05-10,112.069,-27.707,,49.611,6.380,1.122,0.226,1.233,8.333,11.257,22.267,13.337,7.778,0.097,1.168,0.041,0.014,1.890,0.344,0.686,1.529,3.737,121.37500,77
2013-05-11,100.726,-24.891,,44.559,2.878,1.183,0.160,0.895,8.631,12.039,22.188,13.384,5.800,0.090,0.518,0.000,0.010,1.538,0.352,0.547,1.213,3.186,121.15000,77.3
2013-05-12,90.137,-26.305,,38.333,3.083,1.067,0.133,0.814,8.350,11.677,22.148,13.156,4.839,0.066,0.774,0.010,0.009,1.638,0.319,0.468,0.981,2.468,120.65000,76
2013-05-13,91.673,-19.752,,31.906,6.237,0.900,0.085,0.801,8.705,10.897,22.125,13.365,5.351,0.076,0.812,0.041,0.008,1.556,0.332,0.541,1.110,2.671,121.03333,75
