,,Daily SiteSage Data, 2018-01-01 15:58:00,Customer: ,Historic Green Village,Location: Bakery (F1),,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Column name is Energy Monitor Channel Number-Circuit Name,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Columns contain energy usage(production) in kWh for day,,,,,,,,,,,,,,,,,,,,,,,,,
Voltage is average voltage for day,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
 Date,CH1-Bldg F1,CH3-PV Array F1,CH4-Plug: Front FridgeT,CH5-A/C: WSHP1,CH6-Range,CH8-Plug: Microwave,CH9-Wired: Dishwasher,CH10-Plug: Mixer,CH11-Plug: Fridge in Back,CH12-Plug: Front Display Case,CH13-Plug: Back Middle Freezer,CH14-Plug: Back Freezer near Wall,CH15-Lights: Indoor 1,CH16-DHW Gas Instant,CH17-Plug: Gas Oven,CH18-Plugs: Outlet 1,CH19-Plugs: Outlet 2,CH20-Plugs: Outlet 3,CH21-Plug: Front Small Fridge,CH22-Lights: Bath/Mechanical Room,CH23-Plug: Outdoor Receptacle,CH24-Lights: Outdoor 4,4065/Voltage,Outdoor Temp,
1/1/2016,135.037,-11.939,0,41.865,0.758,0.78,0.238,1.984,13.969,22.21,20.909,14.103,4.4,0.069,2.083,0.255,0,1.505,0,21.915,0.003,0,117.79583,74.7,147.046
1/2/2016,140.646,-6.258,0.005,34.501,0.865,0.783,0.224,2.287,14.342,22.52,22.602,15.602,6.333,0.075,0.582,0.342,0.002,1.626,1.674,21.909,0.051,0.983,118.325,68.6,147.308
1/3/2016,131.018,-3.876,0,29.12,2.428,0.894,0.361,2.152,14.336,21.837,22.573,13.957,5.113,0.081,2.073,0.48,0,1.663,1.306,21.877,0.037,0.513,119.10417,61.5,140.801
1/4/2016,127.278,-15.205,0,26.589,3.784,1.032,0.239,2.056,13.042,22.204,24.321,15.516,6.479,0.096,0.623,0.73,0,1.681,1.708,21.893,0.046,1.008,118.78333,59.6,143.047
1/5/2016,122.527,-12.197,0,26.328,2.043,0.622,0.267,1.997,11.98,21.9,22.564,15.275,6.187,0.068,2.254,0.523,0,1.655,1.646,21.631,0.052,0.809,118.57917,60.7,137.801
1/6/2016,124.758,-14.794,0,29.731,3.199,0.71,0.256,2.251,12.582,21.936,20.674,14.99,6.573,0.061,1.78,0.587,0,1.594,1.674,21.908,0.053,0.774,118.6,61.5,141.333
1/7/2016,133.892,-6.629,0,31.987,0.785,0.705,0.305,2.711,13.278,21.981,21.653,14.196,6.809,0.075,2.794,0.662,0.001,1.852,1.622,21.651,0.057,0.9,118.35833,60.3,144.024
1/8/2016,139.139,-13.406,0,40.12,1.968,0.843,0.253,2.373,13.786,22.014,21.449,15.494,6.773,0.052,1.521,0.748,0,1.752,1.62,22.288,0.051,0.85,118.675,67.8,153.955
1/9/2016,108.916,-0.704,0,19.781,0.112,0.395,0,1.4,11.349,21.326,21.754,13.107,1.39,0.036,0,0,0,1.17,0.498,22.026,0.004,0.032,120,67.8,114.38
1/10/2016,,,,,,,,,,,,,,,,,,,,,,,,67.5,0
1/11/2016,,,,,,,,,,,,,,,,,,,,,,,,55,0
1/12/2016,,,,,,,,,,,,,,,,,,,,,,,,55.6,0
1/13/2016,112.622,-8.065,0,14.757,1.25,0.721,0.111,1.829,10.542,22.775,21.277,14.419,5.966,0.072,0,0,0,1.672,1.495,21.711,0.042,0.88,118.875,56.9,119.519
1/14/2016,106.801,0,0,15.62,0.091,0.342,0,1,9.756,22.356,20.405,12.78,0.799,0.024,0,0,0,1.179,0,21.235,0.003,0,121.26667,59.8,105.59
1/15/2016,,,,,,,,,,,,,,,,,,,,,,,,66.7,0
1/16/2016,,,,,,,,,,,,,,,,,,,,,,,,67.3,0
1/17/2016,119.394,-10.452,0,24.221,0.683,0.682,0.117,1.879,13.649,23.073,22.054,14.725,4.397,0.063,1.365,0.723,0,1.679,1.239,21.947,0.031,0.612,119.4125,62.2,133.139
1/18/2016,115.148,-16.654,0,20.209,2.789,0.553,0.195,1.962,12.964,22.337,21.028,14.551,5.672,0.069,1.875,1.066,0,1.606,1.554,21.592,0.047,1.016,118.69583,55.2,131.085
1/19/2016,114.14,-16.053,0,20.995,2.222,0.887,0.284,1.995,11.647,21.688,22.332,14.136,6.424,0.083,2.252,0.408,0,1.702,1.705,20.931,0.052,0.983,118.325,53.2,130.726
1/20/2016,112.29,-13.41,0,17.442,1.95,0.719,0.114,1.819,11.868,21.861,21.696,14.483,6.059,0.068,1.169,0.707,0,1.671,1.663,21.535,0.047,0.946,118.8375,53.9,125.817
1/21/2016,123.974,-13.45,0,28.472,2.831,0.654,0.23,2.375,11.068,21.758,20.582,13.265,6.223,0.086,2.445,0.261,0.001,1.702,1.601,21.517,0.048,0.896,118.05417,61.2,136.015
1/22/2016,149.754,-7.982,0,38.576,4.277,0.629,0.518,2.74,14.516,22.111,21.437,16.68,6.639,0.097,3.083,0.592,0.004,1.854,1.416,21.853,0.047,0.896,118.9875,64.3,157.965
1/23/2016,126.984,-15.365,0.001,19.858,6.143,0.799,0.293,2.365,14.937,20.425,22.346,16.196,6.91,0.084,0,0.142,0,1.873,1.761,21.47,0.047,0.969,118.69583,56.1,136.619
1/24/2016,117.653,-17.898,0,19.151,0.85,0.72,0.204,1.857,13.619,22.164,22.408,13.996,4.562,0.078,1.988,0.355,0,1.54,1.195,21.204,0.03,0.545,117.78333,50.9,126.466
1/25/2016,131.908,-17.399,0,26.717,3.103,0.763,0.415,2.311,14.28,22.853,21.803,15.037,6.804,0.069,2.748,0.936,0,1.804,1.661,21.472,0.021,0.881,118.75,53.9,143.678
1/26/2016,127.94,-12.523,0,27.352,1.13,0.757,0.155,2.184,14.542,23.081,21.091,15.666,6.442,0.066,0.976,0.503,0,1.676,1.704,21.679,0.05,1.041,118.82917,63.8,140.095
1/27/2016,141.316,-3.514,0.003,30.82,2.527,0.962,0.313,2.34,14.365,22.137,21.122,14.459,7.265,0.082,1.827,0.178,0.006,1.795,1.66,20.788,0.055,0.959,117.5375,63.8,143.663
1/28/2016,149.286,-1.999,0,37.056,2.381,0.574,0.367,2.971,14.821,23.081,21.794,14.387,7.333,0.133,3.476,0.334,0.004,1.98,1.566,21.626,0.049,0.918,118.51667,62.4,154.851
1/29/2016,131.173,-16.683,0,29.203,0.143,0.874,0.239,2.15,15.176,23.064,23.268,16.175,7.498,0.074,3.108,0.798,0,1.961,1.435,21.873,0.048,0.887,118.8125,58.2,147.974
1/30/2016,135.438,-15.337,0,30.705,2.969,0.786,0.446,2.201,15.463,23.534,22.679,15.276,7.186,0.08,2.557,0.56,0,1.908,1.53,21.883,0.049,0.986,119.2125,59.5,150.798
1/31/2016,135.047,-10.899,0,32.707,3.265,0.643,0.415,2.257,15.035,22.799,23.33,15.034,5.747,0.08,2.284,0,0,1.648,1.332,21.638,0.033,0.586,119,64,148.833
2/1/2016,145.888,-15.095,0,43.834,4.228,0.611,0.163,2.217,14.107,23.557,22.745,15.235,6.802,0.076,2.901,0.762,0.001,1.724,1.53,22.473,0.052,0.769,119.49167,67.9,163.787
2/2/2016,142.45,-16.38,0,40.78,1.685,0.757,0.157,2.399,13.856,23.101,22.022,15.736,8.245,0.072,0.852,0.745,0,2.102,1.634,22.229,0.012,0.989,118.60417,70.3,157.373
2/3/2016,147.59,-16.185,0,46.571,1.018,0.859,0.311,2.273,15.406,23.169,21.494,15.043,7.39,0.06,2.172,0.582,0,1.982,1.574,22.212,0.05,0.87,118.85833,73.3,163.036
2/4/2016,158.939,-7.345,0,47.058,3.796,0.672,0.372,2.65,15.78,23.394,21.225,14.578,8.91,0.093,3.527,0,0.002,2.343,1.687,22.132,0.052,0.921,118.7625,68.3,169.192
2/5/2016,125.378,-19.969,0.002,27.737,0.315,0.843,0.347,2.657,15.646,22.802,21.507,14.93,8.193,0.074,3.336,0.804,0,1.95,1.701,21.289,0.023,1.026,118.5875,56.5,145.182
2/6/2016,139.441,-3.558,0,21.821,3.101,0.724,0.146,2.11,14.452,22.643,21.634,15.932,6.97,0.055,3.257,0.664,0.002,1.705,1.678,21.197,0.023,0.907,117.34583,54.7,139.021
2/7/2016,135.67,-15.977,0.002,31.018,2.104,0.876,0.379,2.122,14.687,22.541,22.494,14.735,7.699,0.078,4.247,0.272,0,2.007,1.435,21.059,0.063,0.733,117.875,54.8,148.551
2/8/2016,124.013,-16.022,0.002,24.727,1.72,0.64,0.24,2.038,14.196,23.009,22.189,15.054,6.97,0.064,1.248,0.41,0,1.73,1.67,21.495,0.056,0.851,118.40417,60,138.309
2/9/2016,135.431,-10.465,0,24.261,5.006,0.779,0.285,2.48,13.798,22.727,23.094,16.168,7.454,0.076,1.105,0.854,0,1.939,1.579,21.064,0.045,0.909,118.14167,59.3,143.623
2/10/2016,133.372,-17.168,0.002,27.19,1.477,1.095,0.229,2.539,15.19,22.616,22.968,14.999,7.522,0.059,3.32,0.746,0,1.855,1.771,21.378,0.023,1.082,117.8625,55.5,146.061
2/11/2016,133.953,-19.729,0,32.729,1.653,0.699,0.485,2.96,13.922,22.863,22.677,15.741,8.416,0.093,3.414,0.886,0.001,2.019,1.638,21.343,0.05,0.93,118.35,55.6,152.519
2/12/2016,144.894,-20.177,0,41.911,3.813,0.937,0.399,3.01,14.883,22.906,23,16.049,7.353,0.082,4.028,0.765,0.002,1.831,1.953,21.532,0.057,0.962,118.025,60,165.473
2/13/2016,127.339,-20.073,0,28.776,2.993,0.773,0.274,2.356,13.234,22.6,21.363,16.017,8.784,0.079,1.224,0.772,0,2.171,2.151,21.473,0.046,0.944,117.9875,60.4,146.03
2/14/2016,117.052,-19.655,0.001,25.943,0.159,0.743,0.198,1.867,13.699,22.724,22.98,14.502,6.331,0.055,2.6,0.484,0,1.844,1.193,21.726,0.016,0.574,118.15417,59.8,137.639
2/15/2016,144.531,-8.54,0,34.8,2.788,0.932,0.527,2.353,14.329,23.105,22.352,14.143,7.08,0.089,2.804,0.663,0.002,1.87,1.667,21.744,0.051,0.945,118.5875,66,152.244
2/16/2016,137.768,-19.149,0,37.628,2.876,0.978,0.217,2.64,14.451,23.139,21.601,14.509,7.329,0.067,3.67,1.031,0.001,1.997,1.663,21.847,0.053,0.917,118.9125,63.3,156.614
2/17/2016,137.916,-20.712,0,37.791,3.296,0.729,0.364,2.323,14.494,23.134,23.216,14.974,7.527,0.079,2.966,1.205,0.001,1.902,1.714,22.094,0.026,0.985,118.675,62,158.82
2/18/2016,137.109,-20.829,0.001,39.013,2.985,0.599,0.31,2.864,12.286,23.056,22.016,14.179,7.99,0.094,3.566,0.227,0,2.073,1.564,21.588,0.05,1.05,117.9375,63,155.511
2/19/2016,137.12,-20.125,0,35.839,0.546,0.685,0.279,2.53,13.609,22.807,21.67,16.131,8.155,0.065,1.647,0.681,0,2.053,1.576,21.858,0.052,0.981,117.95417,64.3,151.164
2/20/2016,137.403,-19.859,0,38.341,2.102,0.687,0.123,2.353,14.98,23.52,21.531,14.842,7.065,0.063,2.993,0.295,0,1.72,1.668,22.167,0.028,1.173,118.8125,65.3,155.651
2/21/2016,139.685,-17.585,0.001,41.865,3.418,0.669,0.527,2.77,15.402,22.656,21.592,14.392,6.154,0.076,2.844,0.333,0,1.929,1.185,21.634,0.017,0.722,118.87917,66,158.186
2/22/2016,151.067,-20.666,0,47.306,4.651,1.238,0.451,2.911,15.677,23.063,21.883,15.658,7.317,0.089,3.045,0.832,0.003,1.914,1.666,22.022,0.051,1.054,118.42083,68.3,170.831
2/23/2016,146.476,-19.01,0,45.724,1.191,0.679,0.234,2.232,13.868,23.11,23.326,15.319,7.322,0.077,2.669,0.691,0,1.939,1.615,22.006,0.051,1.135,118.65833,70,163.188
2/24/2016,154.869,-8.711,0,44.469,1.717,0.807,0.362,2.483,14.3,23.201,22.288,16.218,7.746,0.102,3.141,0.847,0.005,2.12,1.719,22.066,0.051,1.023,118.55833,68.5,164.665
2/25/2016,131.057,-21.314,0.005,34.921,1.703,0.787,0.285,2.766,13.354,22.836,21.394,14.974,8.31,0.098,3.635,0.478,0,2.144,1.662,21.611,0.053,1.106,118.225,60.2,152.122
2/26/2016,122.058,-22.491,0.005,27.723,1.816,0.893,0.267,2.294,12.264,22.563,21.718,14.51,8.113,0.077,3.179,0.455,0,2.15,1.612,21.21,0.049,1.022,117.875,58.7,141.92
2/27/2016,124.8,-21.785,0.003,27.591,1.412,1.013,0.311,2.375,12.485,22.619,22.06,15.449,7.393,0.078,3.691,0.916,0.001,2.07,2.088,21.309,0.049,1.073,117.83333,56.6,143.986
2/28/2016,125.966,-22.208,0.003,31.707,0.883,0.773,0.28,2.432,11.698,22.743,22.874,13.993,7.395,0.057,3.805,0.102,0,2.053,1.412,21.705,0.035,0.628,118.40833,61,144.578
2/29/2016,132.515,-20.098,0.001,38.289,0.168,0.572,0.265,2.31,13.085,22.957,21.357,15.004,7.283,0.066,3.14,0.572,0,1.679,1.74,21.527,0.026,0.961,118.16667,64.1,151.002
3/1/2016,128.894,-21.466,0,35.007,0.872,0.645,0.147,2.958,11.744,23.054,22.248,15.482,6.785,0.078,1.877,0.586,0,1.792,1.696,21.649,0.051,0.923,118.625,66.3,147.594
3/2/2016,140.941,-17.125,0,39.765,1.459,0.82,0.312,3.045,13.291,23.036,21.734,15.056,6.844,0.075,2.673,0.738,0,1.842,1.541,21.64,0.024,0.959,118.30417,67.1,154.854
3/3/2016,136.981,-18.014,0,38.838,2.703,0.715,0.316,3.186,12.048,23.257,20.954,14.085,8.024,0.111,3.664,0,0,2.054,1.682,22.193,0.053,1.003,118.46667,65.1,154.886
3/4/2016,147.315,-22.566,0,44.368,6.908,1.02,0.404,3.368,15.084,23.098,22.358,15.245,7.901,0.086,3.617,0.927,0.002,2.063,1.645,21.873,0.053,0.939,118.46667,65.5,170.959
3/5/2016,144.639,-17.778,0.001,39.829,2.6,0.997,0.354,2.478,15.255,23.081,23.834,16.5,7.735,0.074,3.416,0.613,0.001,1.931,1.567,21.951,0.025,1.023,118.10833,62.4,163.265
3/6/2016,128.391,-23.686,0.005,35.03,2.3,0.752,0.171,2.18,14.276,22.545,22.63,14.392,7.979,0.065,1.83,0.872,0,1.982,1.304,21.45,0.05,0.729,118.36667,63.7,150.542
3/7/2016,132.097,-22.031,0.001,36.232,3.023,0.822,0.313,2.376,13.456,22.879,21.081,15.061,7.43,0.075,1.646,0.676,0,2.121,1.686,21.773,0.049,0.83,118.50833,66.8,151.53
3/8/2016,144.04,-19.449,0.001,43.084,2.469,1.009,0.16,3.14,12.248,22.976,22.931,14.311,8.564,0.063,3.624,0.414,0.002,2.059,1.687,21.974,0.052,0.978,118.30833,70.1,161.746
3/9/2016,145.071,-21.752,0.001,45.379,2.864,0.735,0.195,3.526,13.45,22.895,21.008,14.344,7.89,0.06,3.785,0.459,0.002,2.001,1.684,22.129,0.055,0.932,118.25833,72,163.394
3/10/2016,149.395,-22.892,0.001,49.961,0.873,0.686,0.364,3.633,13.483,23.131,20.684,14.397,8.35,0.085,3.72,0,0,2.019,1.688,22.457,0.054,0.956,118.47083,72.4,166.542
3/11/2016,163.013,-19.422,0.001,52.954,1.635,0.888,0.365,3.031,14.132,23.135,21.523,15.67,8.375,0.088,4.466,0.783,0.003,2.085,1.638,22.231,0.055,0.984,118.125,71.6,174.042
3/12/2016,162.183,-21.464,0,56.899,1.46,1.051,0.233,3.179,14.793,23.284,23.035,16.849,8.355,0.065,4.111,0.482,0.002,2.159,1.661,21.942,0.031,0.893,118.34167,72.8,180.484
3/13/2016,132.95,-16.872,0,45.335,0.914,0.605,0.433,3.396,12.869,21.798,20.136,14.653,5.501,0.087,2.097,0.439,0,1.787,1.466,20.844,0.033,0.552,118.19167,73.3,152.945
3/14/2016,162.718,-21.591,0,60.384,1.575,0.742,0.318,4.422,12.762,22.805,21.048,15.885,8.307,0.098,3.588,0.907,0.002,2.191,1.666,21.734,0.053,0.867,117.8375,73.4,179.354
3/15/2016,149.398,-18.749,0,51.609,2.818,0.672,0.186,2.706,12.202,23.025,20.99,15.349,7.46,0.071,2.212,0.777,0.001,2.205,1.585,21.855,0.048,0.89,117.79583,73.3,166.661
3/16/2016,155.611,-20.04,0,56.134,5.018,0.588,0.388,2.737,12.762,22.948,20.469,14.783,7.956,0.081,2.674,0.666,0.002,2.193,1.643,21.65,0.05,0.84,117.975,71.8,173.582
3/17/2016,152.719,-18.395,0,52.809,2.515,0.734,0.143,3.034,14.532,22.861,21.309,14.999,6.702,0.078,3.079,0.363,0.001,2.025,1.621,21.259,0.05,0.889,117.7125,72.1,169.003
3/18/2016,170.568,-16.448,0,62.752,2.525,0.952,0.634,3.905,13.398,22.948,20.761,16.613,8.069,0.11,5.359,0.901,0.003,2.418,2.313,21.701,0.032,0.916,117.79583,73.5,186.31
3/19/2016,158.559,-4.468,0,47.42,0.367,0.963,0.267,2.689,14.116,22.949,20.8,17.255,7.217,0.074,2.602,0.553,0.005,2.035,1.651,21.519,0.052,0.937,118.275,72.5,163.471
3/20/2016,132.112,-17.241,0.002,39.844,0.923,0.588,0.278,1.523,12.42,22.68,19.645,14.406,6.927,0.082,2.383,0,0,1.973,1.308,21.872,0.034,0.594,118.33333,70.9,147.482
3/21/2016,135.317,-17.966,0.002,32.732,5.146,0.895,0.504,2.598,14.24,22.671,22.002,14.841,8.203,0.081,2.89,0.641,0,2.078,2.088,21.24,0.05,0.821,118.20833,60.4,153.723
3/22/2016,129.884,-25.616,0.007,37.968,2.198,0.85,0.331,2.665,13.947,22.871,20.552,15.882,6.211,0.071,4.078,0.338,0,1.752,1.695,21.347,0.053,0.955,117.89167,61.5,153.771
3/23/2016,147.966,-24.822,0.002,47.714,4.846,0.858,0.518,2.927,14.802,22.962,21.654,15.509,6.579,0.069,3.878,0.599,0.002,2.048,1.646,21.747,0.053,0.933,118.12917,68.4,169.346
3/24/2016,164.832,-17.697,0,57.827,3.925,0.597,0.309,3.602,14.292,23.285,21.141,15.336,7.529,0.092,4.342,0.535,0.003,1.978,1.663,21.994,0.054,0.834,117.67083,71.6,179.338
3/25/2016,166.979,-10.809,0,52.178,5.532,1.096,0.636,3.055,15.217,23.106,22.043,15.693,6.932,0.089,3.403,1.147,0.007,1.958,1.492,22.121,0.05,0.975,118.05,70.9,176.73
3/26/2016,169.578,-21.38,0,63.858,2.82,0.919,0.529,2.894,16.066,22.96,22.315,16.326,6.906,0.089,4.149,0.324,0.001,1.951,1.461,22.245,0.049,0.807,117.35,75.9,186.669
3/27/2016,121.455,-14.911,0.001,32.684,1.886,0.632,0.076,1.306,11.688,22.232,21.065,14.653,3.464,0.058,0,2.094,0.003,1.483,0.376,21.749,0.003,0,117.67083,74.6,135.453
3/28/2016,152.688,-13.385,0,48.192,3.153,0.592,0.206,2.331,13.146,23.028,21.191,14.674,5.172,0.079,2.485,0.728,0.003,1.75,1.549,22.088,0.047,0.867,117.5,74.8,161.281
3/29/2016,167.601,-3.891,0,51.986,4.174,0.928,0.393,3.086,15.018,22.995,21.24,14.74,7.408,0.088,3.505,0.515,0.009,2.16,1.631,21.7,0.052,0.888,118.07083,71.8,172.516
3/30/2016,146.974,-23.849,0.002,49.885,1.704,0.792,0.439,2.885,14.778,22.751,21.484,16.403,5.323,0.074,2.772,0.717,0.001,1.73,1.656,21.463,0.049,0.915,117.56667,73.3,165.823
3/31/2016,170.757,-25.03,0,66.04,4.237,0.727,0.226,3.465,13.039,22.8,21.359,16.741,6.774,0.065,3.489,0.779,0.003,1.949,1.537,21.792,0.049,0.852,117.27083,73.6,185.923
